generation,specimen_id,total_fitness,distance,walk_straight,speed,joints_at_limits,alive_bonus,height_diff
0,0,504.0638628547956,433.03140981519516,-344.0771847105296,307.5299233533869,-68.29999999999991,238,-62.12028560325691
0,1,673.90181932597,175.34515629921083,-2.2000456319618964,322.8977836258125,-31.700000000000014,262,-52.44107496709136
0,2,-702.6896378277531,-515.4017026298803,-0.49407741074909417,-267.23025083189697,-47.49999999999993,182,-54.06360695522692
0,3,378.414448720044,945.1740346470035,-527.9435015389024,-335.9248581091539,-141.9000000000006,504,-64.99122627890263
0,4,-789.8126377158027,-683.6728830941212,-5.848143136905662,-256.8924039827706,-19.19999999999998,230,-54.19920750200536
0,5,2214.8366483342265,1452.5361736366083,-0.564916635993173,342.2688434579329,-70.60000000000008,504,-12.803452124321334
0,6,-605.9978693185097,-405.4695841752227,-7.72596532251523,-251.25867716483228,-28.599999999999973,142,-54.94364265593956
0,7,81.85802524900535,277.3710985895193,-7.475345346166479,-315.25320322163583,-35.30000000000004,222,-59.48452477271161
0,8,513.5188998828771,137.95197899809716,-2.3942627221223765,319.7322956607351,-19.600000000000012,134,-56.17111205383271
0,9,-59.97480056928858,-587.3391640747332,-5.041786089018554,398.5238650490014,-33.6,222,-54.51771545453834
0,10,-257.1416352135038,-675.9514161601375,-98.04129525388964,353.9829263248889,-61.80000000000002,278,-53.33185012436559
0,11,-813.5041595204741,-373.4299822278248,-490.18506597068153,-255.45657395751346,-138.1,504,-60.33253736445448
0,12,-598.8250150511376,-1292.2034174925807,-0.04358682616122201,308.15110333046135,-105.69999999999995,504,-13.029114062857133
0,13,1552.3965517570498,768.9093937252595,-0.06905002142193424,355.66985221068694,-63.20000000000027,504,-12.913644157474353
0,14,-100.34175005429907,165.3459734051026,-13.163651760529271,-327.07547575375725,-29.000000000000014,158,-54.44859594511516
0,15,289.0643586299102,-124.36108939618765,-4.116049341786989,381.21623171851803,-11.399999999999991,102,-54.274734350633175
0,16,255.26973581235455,440.01284423470764,-0.7921318756733768,-308.2265028258668,-60.09999999999992,238,-53.624473720813015
0,17,-561.2524744857099,-356.0071691707528,-1.055458873760127,-245.62863796878602,-29.80000000000001,126,-54.76120847241104
0,18,441.5572915647781,556.5584440972915,-45.77737340889354,-303.544345153282,-67.49999999999997,366,-64.17943397033788
0,19,647.5693925485583,-82.1253252944553,-5.041160517197081,306.6967611182735,-63.10000000000036,504,-12.860882758062527
0,20,-720.8709142504958,-542.9616948450981,-6.999060304411524,-254.64481741737922,-53.59999999999987,190,-52.665341683607
0,21,-805.090032616908,-714.9546250650188,-0.10393689716544398,-249.53294892092924,-26.600000000000037,238,-51.89852173379455
0,22,-3303.0491180494155,-1325.3845087637587,-2699.549558363892,396.0035556057015,-113.30000000000018,504,-64.81860652746596
